3554	seashore
2568	alp
2446	lakeside
2265	fountain
2011	valley
1455	miniskirt
1430	gown
1176	bikini
1116	bubble
1082	groom
1063	daisy
1031	jean
1023	stole
1017	fur_coat
1009	Band_Aid
1004	stage
999	prison
962	wig
945	cliff
939	pier
897	park_bench
856	palace
825	volcano
784	breakwater
771	swing
728	kimono
693	traffic_light
680	suspension_bridge
680	plate
674	pot
672	promontory
671	maillot
667	geyser
634	rapeseed
632	notebook
630	castle
619	window_shade
592	cowboy_hat
582	sandbar
574	sunglasses
563	jigsaw_puzzle
561	picket_fence
560	bannister
557	umbrella
550	sarong
523	spotlight
516	reflex_camera
516	cab
514	sunglass
505	crane
504	beacon
488	pajama
487	espresso
482	lab_coat
477	harmonica
474	spider_web
474	vase
464	lipstick
461	cardigan
460	abaya
451	cloak
448	church
445	greenhouse
437	chainlink_fence
437	Egyptian_cat
425	hair_spray
416	pole
415	mountain_bike
408	swimming_trunks
406	mask
403	jersey
391	paintbrush
386	solar_dish
385	bee
384	maze
379	suit
377	microphone
365	steel_arch_bridge
358	wing
357	candle
348	wreck
347	vault
345	cup
342	strawberry
338	bathing_cap
338	cinema
335	matchstick
335	hip
333	unicycle
332	envelope
325	dome
320	jellyfish
317	barn
316	barbershop
307	crossword_puzzle
306	cellular_telephone
305	dock
300	coil
299	restaurant
299	drilling_platform
297	parachute
290	ear
290	ski
288	nail
287	balloon
283	brassiere
283	pineapple
282	ice_lolly
280	window_screen
279	binoculars
278	torch
278	sombrero
277	conch
277	coral_reef
274	dam
273	monastery
272	snorkel
272	cowboy_boot
272	military_uniform
269	boathouse
269	stupa
265	ant
265	street_sign
261	perfume
260	altar
258	crutch
257	tub
254	sliding_door
253	broccoli
251	streetcar
249	seat_belt
247	cardoon
247	corn
245	bonnet
243	iPod
242	bath_towel
240	quill
240	trench_coat
237	ski_mask
234	car_mirror
231	running_shoe
228	plastic_bag
227	ballplayer
227	bakery
227	shower_cap
226	padlock
224	potter's_wheel
224	rubber_eraser
221	racket
221	sweatshirt
216	patio
216	pinwheel
216	chain_saw
215	flagpole
213	bow_tie
206	beer_glass
206	hair_slide
204	shower_curtain
203	dining_table
202	dumbbell
201	stone_wall
201	electric_guitar
200	television
198	hay
198	lighter
197	coffee_mug
197	tray
197	bell_cote
197	megalith
195	worm_fence
195	loupe
194	cabbage_butterfly
194	cleaver
193	sax
192	paddle
190	tile_roof
190	marimba
190	lemon
187	flute
186	balance_beam
185	orange
184	doormat
184	soccer_ball
181	warplane
181	bookshop
181	sea_urchin
180	remote_control
179	tabby
176	jeep
176	moped
175	cucumber
174	motor_scooter
174	mushroom
174	library
173	theater_curtain
172	birdhouse
172	knot
172	rule
171	football_helmet
171	lumbermill
170	bathtub
169	screw
168	laptop
168	mosque
167	teddy
164	triumphal_arch
164	water_bottle
164	crash_helmet
164	grocery_store
162	digital_clock
162	ping-pong_ball
161	tobacco_shop
160	buckeye
160	studio_couch
159	diaper
158	iron
158	snowmobile
158	shoe_shop
157	feather_boa
157	pill_bottle
157	shovel
156	pizza
156	Arabian_camel
155	sports_car
155	bow
154	handkerchief
154	book_jacket
153	scoreboard
153	space_shuttle
153	packet
151	tripod
151	ocarina
149	sunscreen
148	red_wine
148	obelisk
148	lampshade
146	overskirt
145	lens_cap
143	desk
142	gondola
141	toilet_tissue
140	sandal
139	container_ship
138	radio_telescope
137	paper_towel
136	swab
136	grille
135	oboe
135	chain_mail
135	canoe
132	hotdog
132	scuba_diver
131	syringe
131	pay-phone
131	necklace
130	acorn
129	prayer_rug
128	tricycle
128	viaduct
126	honeycomb
126	kite
125	gasmask
124	crate
124	acoustic_guitar
124	switch
124	aircraft_carrier
123	thatch
123	hoopskirt
123	coral_fungus
123	passenger_car
122	soup_bowl
122	tiger_cat
122	peacock
121	cheeseburger
120	Loafer
120	analog_clock
120	harp
119	goblet
119	wall_clock
119	butcher_shop
119	wine_bottle
119	beach_wagon
118	French_loaf
117	thimble
117	walking_stick
116	racer
116	pomegranate
116	ram
115	chime
114	binder
114	barrow
114	sorrel
113	great_white_shark
113	wardrobe
113	ice_cream
113	mountain_tent
112	toyshop
112	head_cabbage
112	liner
112	ox
111	fig
110	catamaran
110	poncho
110	sleeping_bag
109	mailbox
109	computer_keyboard
109	chain
108	oscilloscope
108	drumstick
107	grand_piano
107	carousel
107	pretzel
107	reel
106	hummingbird
105	rugby_ball
105	beaker
